Samples	SBS96A	SBS96B	SBS96C	SBS96D	SBS96E	SBS96F	SBS96G	SBS96H	SBS96I	SBS96J	SBS96K	SBS96L	SBS96M	SBS96N
STAD_TCGA-BR-8365	5.42E-01	4.27E-01	0.00E+00	5.62E-01	6.15E-01	8.09E-01	5.26E-01	0.00E+00	8.06E-01	0.00E+00	1.00E+00	9.12E-01	4.99E-01	0.00E+00
STAD_TCGA-BR-8366	2.14E+00	6.32E-01	1.88E+00	1.29E+00	1.69E+00	6.99E-01	1.78E+00	2.84E+00	1.25E+00	2.65E+00	3.98E+00	7.46E-01	5.63E-01	4.33E+00
STAD_TCGA-BR-8367	2.08E+00	1.53E-01	1.39E+00	1.12E+00	1.06E+00	0.00E+00	5.97E-01	7.63E-01	8.27E-01	6.54E-01	1.27E+00	1.74E+00	4.07E-01	4.76E-01
STAD_TCGA-BR-8368	2.55E+01	9.07E-01	1.90E+01	6.83E+00	7.17E+00	9.28E+00	3.34E+00	6.73E+00	1.59E+01	9.14E+00	4.21E+00	5.64E+00	6.01E-01	1.70E+00
STAD_TCGA-BR-8369	3.59E+00	6.18E-01	3.55E+00	1.17E+00	2.33E+00	2.80E+00	2.89E+00	2.74E+00	2.59E+00	2.27E+00	1.98E+00	3.65E+00	1.05E+00	1.82E+00
STAD_TCGA-BR-8370	2.79E+00	4.58E-01	1.80E+00	7.18E-01	1.50E+00	2.45E+00	2.78E+00	0.00E+00	4.12E+00	1.24E+00	1.82E+00	3.40E+00	1.48E+00	6.90E-01
STAD_TCGA-BR-8371	7.12E-01	0.00E+00	5.39E-01	8.79E-01	2.00E-01	8.19E-01	4.00E-01	8.70E-01	5.43E-01	7.77E-01	1.18E+00	4.23E-01	0.00E+00	4.82E-01
STAD_TCGA-BR-8372	1.58E+01	2.65E+00	1.26E+01	4.62E+00	1.03E+01	1.58E+01	6.01E+00	1.12E+01	2.40E+01	1.24E+01	4.30E+00	6.53E+00	4.42E-01	1.67E+00
STAD_TCGA-BR-8373	2.38E+00	1.13E+00	1.99E+00	1.01E+00	1.35E+00	8.03E-01	5.93E-01	1.52E+00	2.69E+00	7.45E-01	8.14E-01	1.18E+00	9.67E-01	1.09E+00
STAD_TCGA-BR-8380	3.20E+00	0.00E+00	2.77E+00	1.04E+00	2.13E-01	7.16E-01	1.79E+00	4.82E-01	1.62E+00	0.00E+00	7.64E-01	2.52E+00	6.33E-01	1.41E+00
STAD_TCGA-BR-8381	3.02E+00	6.54E-01	3.29E+00	8.31E-01	1.97E+00	9.32E-01	2.82E+00	5.54E-01	2.69E+00	5.93E-01	2.87E+00	3.72E+00	1.68E+00	1.25E+00
STAD_TCGA-BR-8382	1.91E+01	1.20E+00	1.23E+01	6.29E+00	1.23E+01	1.34E+01	2.25E+00	3.93E+00	1.35E+01	1.45E+01	9.33E-01	5.04E+00	1.47E+00	3.16E+00
STAD_TCGA-BR-8384	1.02E+00	0.00E+00	8.70E-01	4.58E-01	0.00E+00	9.20E-01	1.12E+00	1.15E+00	1.60E+00	0.00E+00	9.55E-01	1.46E+00	4.96E-01	1.46E+00
STAD_TCGA-BR-8483	3.21E+00	9.36E-01	2.88E+00	1.09E+00	1.89E+00	0.00E+00	2.98E+00	1.63E+00	2.88E+00	2.61E+00	2.00E+00	3.85E+00	5.62E-01	9.91E-01
STAD_TCGA-BR-8484	1.23E+00	0.00E+00	2.08E+00	1.00E+00	1.26E+00	0.00E+00	1.58E+00	9.91E-01	1.45E+00	8.46E-01	1.78E+00	2.18E+00	9.75E-01	1.96E+00
STAD_TCGA-BR-8485	3.14E+00	9.57E-01	1.05E+00	8.97E-01	2.03E+00	8.83E-01	3.10E+00	3.46E+00	1.45E+00	3.56E+00	3.28E+00	2.69E+00	1.67E+00	5.07E+00
STAD_TCGA-BR-8486	1.14E+00	0.00E+00	1.19E+00	3.35E-01	1.13E+00	6.86E-01	5.17E-01	8.44E-01	1.98E+00	9.24E-01	1.66E+00	1.88E+00	6.87E-01	1.00E-01
STAD_TCGA-BR-8487	5.92E+01	3.42E+00	3.26E+01	1.18E+01	4.07E+01	4.25E+01	3.00E+00	2.27E+01	4.96E+01	3.72E+01	7.51E+00	2.28E+00	1.63E+00	2.71E+00
STAD_TCGA-BR-8588	1.69E+00	5.62E-01	1.36E+00	1.15E+00	1.46E+00	1.61E+00	1.88E+00	1.29E+00	3.61E+00	2.37E+00	1.71E+00	2.52E+00	4.77E-01	2.36E+00
STAD_TCGA-BR-8589	2.15E+00	1.01E+00	2.59E+00	9.91E-01	1.85E+00	0.00E+00	3.59E+01	5.43E+00	2.99E+00	1.15E+01	5.88E+00	1.47E+00	1.80E+00	2.63E+01
STAD_TCGA-BR-8590	1.93E+00	7.52E-01	9.07E-01	2.21E-01	6.53E-01	1.59E+00	1.29E+00	6.23E-01	1.65E+00	1.24E+00	8.19E-01	1.61E+00	9.75E-01	2.42E+00
STAD_TCGA-BR-8591	3.26E+01	2.23E+00	1.98E+01	6.18E+00	1.71E+01	2.37E+01	4.18E+00	4.27E+00	1.82E+01	1.88E+01	9.18E+00	5.40E+00	3.65E-01	2.52E+00
STAD_TCGA-BR-8592	2.09E+00	2.00E-01	9.45E-01	1.13E+00	0.00E+00	0.00E+00	6.00E-01	7.95E-01	1.95E+00	8.88E-01	1.18E+00	1.17E+00	0.00E+00	3.00E-01
STAD_TCGA-BR-8676	1.84E+00	7.49E-01	1.51E+00	1.33E+00	1.13E+00	2.13E-01	1.87E+00	7.02E-01	1.69E+00	7.95E-01	1.92E+00	2.39E+00	1.36E+00	1.02E+00
STAD_TCGA-BR-8677	1.31E+00	0.00E+00	4.27E-01	1.41E+00	3.00E-01	1.99E+00	1.27E+00	4.52E-01	2.32E+00	6.74E-01	2.04E+00	1.62E+00	6.96E-01	4.58E-01
STAD_TCGA-BR-8678	1.83E+00	7.67E-01	2.16E+00	1.91E+00	1.20E+00	1.19E+00	1.00E+00	7.18E-01	3.38E+00	1.60E+00	1.29E+00	3.44E+00	1.45E+00	9.10E-01
STAD_TCGA-BR-8679	3.55E+00	6.36E-01	3.96E+00	1.06E+00	1.92E+00	0.00E+00	2.56E+00	7.48E-01	2.71E+00	1.75E+00	2.34E+00	2.30E+00	2.34E+00	1.79E+00
STAD_TCGA-BR-8680	1.25E+01	1.81E+02	8.08E+01	5.84E+01	1.34E+01	1.39E+01	2.23E+02	8.55E+01	1.89E+02	9.14E+00	1.62E+01	0.00E+00	9.46E-01	3.33E+01
STAD_TCGA-BR-8682	2.14E+00	4.90E-01	1.69E+00	9.98E-01	4.76E-01	0.00E+00	8.14E-01	0.00E+00	1.54E+00	4.48E-01	1.46E+00	1.44E+00	5.58E-01	6.86E-01
STAD_TCGA-BR-8683	2.61E+00	7.37E-01	2.19E+00	5.93E-01	9.71E-01	1.35E+00	3.80E+00	1.98E+00	2.47E+00	1.07E+00	2.57E+00	4.72E+00	8.27E-01	5.78E-01
STAD_TCGA-BR-8686	1.89E+00	9.21E-01	1.59E+00	1.73E+00	1.23E+00	1.22E+00	3.36E+00	5.17E-01	3.66E+00	0.00E+00	1.97E+00	3.49E+00	1.23E+00	1.01E+00
STAD_TCGA-BR-8687	1.53E+00	9.91E-01	1.41E+00	6.00E-01	3.47E+00	1.07E+00	8.43E-01	8.70E-01	2.25E+00	1.73E+00	4.34E+00	1.63E+00	1.59E+00	2.74E+00
STAD_TCGA-BR-8690	3.61E+00	9.04E-01	2.46E+00	1.18E+00	1.72E+00	2.45E+00	3.53E+00	2.03E+00	3.24E+00	2.13E+00	2.85E+00	4.40E+00	1.72E+00	1.62E+00
STAD_TCGA-BR-A44T	4.82E-01	2.00E-01	5.93E-01	7.46E-01	5.59E-01	0.00E+00	7.33E-01	8.03E-01	8.06E-01	0.00E+00	0.00E+00	7.61E-01	2.00E-01	0.00E+00
STAD_TCGA-BR-A44U	2.56E+00	0.00E+00	1.60E+00	1.10E+00	1.34E+00	1.89E+00	5.33E-01	8.27E-01	1.05E+00	1.43E+00	1.83E+00	1.15E+00	7.16E-01	9.67E-01
STAD_TCGA-BR-A452	9.75E-01	2.00E-01	1.26E+00	1.22E+00	1.11E+00	1.00E-01	9.48E-01	1.05E+00	1.42E+00	0.00E+00	1.27E+00	1.87E+00	1.90E+00	1.67E+00
STAD_TCGA-BR-A453	2.16E+00	6.51E-01	1.35E+00	3.89E-01	1.89E+00	2.17E+00	1.60E+00	0.00E+00	1.48E+00	2.22E+00	1.56E+00	1.55E+00	0.00E+00	0.00E+00
STAD_TCGA-BR-A4CQ	3.90E+00	1.29E+00	2.10E+00	1.51E+00	1.38E+00	8.85E-01	2.93E+00	1.01E+00	2.70E+00	1.28E+00	2.87E+00	3.65E+00	1.45E+00	1.78E+00
STAD_TCGA-BR-A4CR	2.29E+00	5.78E-01	1.41E+00	2.67E-01	1.48E+00	1.38E+00	7.00E-01	2.21E-01	9.12E-01	1.95E+00	1.97E+00	2.38E+00	3.40E-01	1.25E+00
STAD_TCGA-BR-A4CS	4.00E+00	1.33E+00	2.22E+00	1.43E+00	1.19E+00	1.27E+00	1.86E+00	2.13E-01	2.52E+00	1.19E+00	1.51E+00	3.84E+00	1.80E+00	6.90E-01
STAD_TCGA-BR-A4IU	6.67E-01	4.22E-01	7.06E-01	7.77E-01	5.54E-01	2.00E-01	2.13E-01	4.42E-01	5.54E-01	7.81E-01	8.03E-01	3.06E-01	0.00E+00	7.22E-01
STAD_TCGA-BR-A4IV	5.97E-01	0.00E+00	1.22E+00	2.77E-01	1.00E+00	5.33E-01	1.16E+00	4.33E-01	1.15E+00	3.00E-01	5.93E-01	1.93E+00	5.93E-01	8.17E-01
STAD_TCGA-BR-A4IY	3.02E+00	4.73E-01	1.65E+00	1.90E+00	1.79E+00	8.83E-01	1.11E+00	1.69E+00	2.82E+00	1.82E+00	2.83E+00	3.10E+00	1.39E+00	8.70E-01
STAD_TCGA-BR-A4IZ	1.32E+00	0.00E+00	8.47E-01	4.00E-01	1.00E-01	4.00E-01	3.00E-01	4.01E-01	3.59E-01	1.00E-01	1.33E-01	6.05E-01	0.00E+00	3.40E-01
STAD_TCGA-BR-A4J1	1.97E+00	3.07E-01	1.05E+00	7.72E-01	4.48E-01	1.02E+00	6.00E-01	6.90E-01	2.15E+00	0.00E+00	1.57E+00	1.85E+00	5.78E-01	9.91E-01
STAD_TCGA-BR-A4J2	2.35E+00	5.16E-01	1.60E+00	1.23E+00	3.00E-01	0.00E+00	1.42E+00	0.00E+00	1.19E+00	1.11E+00	1.20E+00	1.33E+00	0.00E+00	7.33E-01
STAD_TCGA-BR-A4J4	2.51E+00	1.11E+00	1.39E+00	7.27E-01	4.16E-01	2.04E+00	6.11E-01	7.77E-01	1.92E+00	5.47E-01	1.10E+00	9.80E-01	5.37E-01	3.06E-01
STAD_TCGA-BR-A4J5	2.23E+00	5.22E-01	2.21E+00	7.45E-01	4.77E-01	1.32E+00	2.08E+00	1.15E+00	2.41E+00	6.70E-01	7.02E-01	2.03E+00	0.00E+00	1.63E+00
STAD_TCGA-BR-A4J6	6.33E-01	0.00E+00	1.00E-01	0.00E+00	3.07E-01	2.69E-01	2.37E+00	1.00E-01	1.10E+00	8.33E-01	1.64E+00	1.90E+00	7.22E-01	4.07E-01
STAD_TCGA-BR-A4J7	2.22E+00	0.00E+00	1.26E+00	8.54E-01	5.26E-01	1.00E-01	7.30E-01	1.07E+00	1.30E+00	4.00E-01	1.37E+00	1.92E+00	3.07E-01	4.47E-01
STAD_TCGA-BR-A4J8	3.10E+00	4.33E-01	2.76E+00	1.37E+00	6.70E-01	4.16E-01	1.10E+00	1.39E+00	9.24E-01	3.40E-01	1.07E+00	2.06E+00	6.01E-01	1.16E+00
STAD_TCGA-BR-A4J9	1.37E+00	0.00E+00	8.06E-01	7.33E-01	1.01E+00	7.00E-01	9.94E-01	0.00E+00	8.19E-01	9.20E-01	6.51E-01	1.41E+00	4.16E-01	3.71E-01
STAD_TCGA-BR-A4PD	1.50E+00	5.04E-01	1.70E+00	1.31E+00	1.05E+00	1.64E+00	2.54E+00	1.64E+00	1.94E+00	1.49E+00	3.19E+00	2.72E+00	8.98E-01	2.44E+00
STAD_TCGA-BR-A4PE	2.74E+00	7.27E-01	2.35E+00	1.11E+00	1.65E+00	1.57E+00	4.24E+00	5.96E-01	3.75E+00	9.67E-01	1.90E+00	4.16E+00	1.90E+00	1.63E+00
STAD_TCGA-BR-A4PF	2.27E+00	1.33E+00	1.35E+00	7.46E-01	1.78E+00	6.51E-01	1.95E+00	8.09E-01	3.18E+00	1.87E+00	1.28E+00	2.27E+00	1.15E+00	9.43E-01
STAD_TCGA-BR-A4QI	3.06E+00	3.89E-01	2.04E+00	8.03E-01	1.60E+00	6.00E-01	3.62E+00	1.37E+00	1.93E+00	9.43E-01	2.16E+00	2.62E+00	2.00E+00	1.65E+00
STAD_TCGA-BR-A4QL	5.41E+01	1.67E+00	3.64E+01	1.37E+01	1.09E+01	1.50E+01	6.62E+00	1.07E+01	2.88E+01	1.10E+01	9.26E+00	3.35E+00	1.89E+00	3.48E+00
STAD_TCGA-BR-A4QM	1.67E+00	0.00E+00	1.62E+00	1.27E+00	1.98E+00	1.70E+00	1.50E+00	1.13E+00	1.98E+00	1.56E+00	1.56E+00	8.97E-01	6.00E-01	1.29E+00
STAD_TCGA-CD-5798	1.65E+00	5.81E-01	1.13E+00	1.11E+00	1.09E+00	6.19E-01	1.54E+00	4.67E-01	1.34E+00	9.64E-01	1.97E+00	2.45E+00	1.18E+00	1.15E+00
STAD_TCGA-CD-5799	1.48E+00	0.00E+00	1.79E+00	8.06E-01	6.46E-01	5.58E-01	3.42E-01	8.46E-01	1.14E+00	5.47E-01	9.34E-01	1.96E+00	4.16E-01	5.59E-01
STAD_TCGA-CD-5800	2.58E+00	3.94E-01	1.80E+00	1.41E+00	1.69E+00	1.80E+00	2.99E+00	2.19E+00	2.32E+00	6.00E-01	2.79E+00	2.85E+00	2.35E+00	1.45E+00
STAD_TCGA-CD-5801	3.16E+00	1.08E+00	1.86E+00	1.95E+00	2.06E+00	1.67E+00	1.02E+01	3.12E+00	5.61E+00	3.36E+00	5.33E+00	5.73E+00	1.46E+00	1.11E+01
STAD_TCGA-CD-5802	1.34E+00	1.53E-01	2.91E-01	7.75E-01	1.37E+00	4.23E-01	6.00E-01	8.46E-01	1.19E+00	6.00E-01	1.58E+00	1.11E+00	1.51E+00	4.47E-01
STAD_TCGA-CD-5803	7.52E-01	0.00E+00	7.63E-01	4.67E-01	5.73E-01	2.00E-01	8.23E-01	0.00E+00	1.29E+00	5.04E-01	1.14E+00	1.36E+00	7.16E-01	6.29E-01
STAD_TCGA-CD-5804	2.51E+00	6.90E-01	1.21E+00	6.01E-01	1.12E+00	6.05E-01	1.51E+00	1.31E+00	1.90E+00	1.01E+00	1.73E+00	1.32E+00	9.89E-01	2.00E-01
STAD_TCGA-CD-5813	3.54E+00	1.19E+00	3.17E+00	1.26E+00	2.27E+00	3.00E-01	2.58E+00	2.84E+00	2.82E+00	3.04E+00	2.33E+00	3.46E+00	1.91E+00	1.86E+00
STAD_TCGA-CD-8524	3.75E+00	9.52E-01	2.78E+00	9.69E-01	1.19E+00	5.26E-01	3.09E+00	1.59E+00	2.96E+00	1.17E+00	2.36E+00	3.21E+00	8.67E-01	1.61E+00
STAD_TCGA-CD-8525	2.40E+00	6.33E-01	1.63E+00	9.87E-01	3.33E-01	5.73E-01	2.05E+00	6.50E-01	1.05E+00	1.77E+00	1.03E+00	2.30E+00	1.16E+00	1.44E+00
STAD_TCGA-CD-8526	1.61E+00	5.59E-01	1.98E+00	7.75E-01	8.00E-01	0.00E+00	1.10E+00	5.67E-01	1.37E+00	3.59E-01	1.34E+00	1.62E+00	5.42E-01	3.73E-01
STAD_TCGA-CD-8527	6.50E+00	6.15E-01	4.64E+00	2.68E+00	2.17E+00	2.73E+00	3.07E+00	1.88E+00	4.15E+00	2.77E+00	3.50E+00	3.68E+00	1.27E+00	1.63E+00
STAD_TCGA-CD-8528	3.05E+00	8.44E-01	1.87E+00	1.68E+00	1.89E+00	1.11E+00	1.29E+00	7.92E-01	2.02E+00	1.46E+00	1.46E+00	2.84E+00	5.33E-01	6.40E-01
STAD_TCGA-CD-8529	2.94E+00	1.31E+00	2.12E+00	9.89E-01	3.72E+00	2.46E+00	4.77E+00	2.11E+00	5.49E+00	2.99E+00	2.87E+00	6.74E+00	3.24E+00	9.07E-01
STAD_TCGA-CD-8530	1.66E+00	6.80E-01	2.04E+00	5.96E-01	3.00E-01	5.59E-01	1.52E+00	1.27E+00	1.80E+00	1.05E+00	7.92E-01	2.09E+00	1.55E+00	2.13E+00
STAD_TCGA-CD-8531	2.36E+00	2.00E-01	2.72E+00	1.43E+00	3.48E+00	2.12E+00	5.09E+00	3.09E+00	1.78E+00	2.42E+00	5.05E+00	5.45E+00	9.20E-01	1.37E+00
STAD_TCGA-CD-8532	9.55E-01	4.33E-01	6.74E-01	4.96E-01	2.13E-01	3.48E-01	5.97E-01	1.36E+00	5.12E-01	0.00E+00	1.02E+00	1.86E+00	1.13E+00	7.06E-01
STAD_TCGA-CD-8533	3.49E+00	0.00E+00	3.23E+00	1.21E+00	1.47E+00	0.00E+00	2.02E+00	1.19E+00	3.04E+00	1.80E+00	2.40E+00	1.45E+00	7.67E-01	8.88E-01
STAD_TCGA-CD-8534	3.08E+00	5.47E-01	1.87E+00	5.16E-01	9.75E-01	0.00E+00	1.93E+00	8.70E-01	1.90E+00	8.23E-01	2.76E+00	2.53E+00	1.89E+00	4.16E-01
STAD_TCGA-CD-8535	1.65E+00	9.64E-01	1.61E+00	1.22E+00	1.98E+00	6.05E-01	2.80E+00	4.00E-01	3.68E+00	2.12E+00	5.29E+00	3.40E+00	2.06E+00	2.82E+00
STAD_TCGA-CD-8536	2.21E+01	1.87E+00	1.32E+01	7.48E+00	7.13E+00	8.19E+00	9.00E-01	3.30E+00	1.20E+01	8.77E+00	4.58E+00	2.40E+00	7.67E-01	1.44E+00
STAD_TCGA-CD-A486	2.41E+00	1.04E+00	2.59E+00	1.26E+00	1.00E-01	1.07E+00	2.19E+00	1.32E+00	1.95E+00	9.34E-01	3.01E+00	2.14E+00	1.09E+00	4.16E-01
STAD_TCGA-CD-A487	3.14E+00	7.72E-01	1.80E+00	1.43E+00	1.75E+00	6.67E-01	1.18E+00	1.27E+00	1.88E+00	1.52E+00	4.56E+00	2.37E+00	1.55E+00	2.65E+00
STAD_TCGA-CD-A489	1.39E+00	0.00E+00	1.32E+00	1.23E+00	5.12E-01	9.68E-01	2.52E+00	2.15E+00	2.53E+00	1.19E+00	2.44E+00	2.22E+00	1.07E+00	7.02E-01
STAD_TCGA-CD-A48A	2.75E+00	9.98E-01	2.30E+00	2.27E+00	1.66E+00	1.13E+00	3.17E+00	2.28E+00	4.79E+00	1.80E+00	2.77E+00	4.06E+00	1.72E+00	3.32E+00
STAD_TCGA-CD-A48C	2.50E+00	9.07E-01	1.66E+00	2.04E+00	5.00E-01	3.00E-01	3.17E+00	3.00E-01	3.84E+00	1.64E+00	1.84E+00	4.11E+00	1.86E+00	2.25E+00
STAD_TCGA-CD-A4MG	4.12E+01	2.59E+00	1.22E+01	6.54E+00	3.13E+01	3.66E+01	4.03E+00	1.19E+01	3.55E+01	3.83E+01	3.64E+00	5.01E+00	1.80E+00	2.51E+00
STAD_TCGA-CD-A4MH	1.75E+00	3.73E-01	1.16E+00	7.22E-01	2.93E+00	1.00E-01	6.83E-01	1.02E+00	1.28E+00	1.33E-01	2.60E+00	1.64E+00	1.37E+00	3.67E-01
STAD_TCGA-CD-A4MI	2.02E+01	1.45E+00	1.00E+01	5.09E+00	1.63E+01	1.85E+01	1.78E+00	4.21E+00	9.32E+00	1.84E+01	6.50E+00	4.18E+00	7.72E-01	1.45E+00
STAD_TCGA-CD-A4MJ	1.63E+01	3.79E-01	7.02E+00	3.92E+00	5.70E+00	6.96E+00	3.60E+00	3.24E+00	9.06E+00	7.24E+00	2.45E+00	3.87E+00	4.33E-01	1.26E+00
STAD_TCGA-CG-4300	2.96E+00	9.60E-01	1.96E+00	1.46E+00	1.04E+00	1.04E+00	2.90E+00	2.19E+00	2.22E+00	1.45E+00	1.19E+00	2.41E+00	6.00E-01	9.36E-01
STAD_TCGA-CG-4301	2.65E+00	1.03E+00	7.92E-01	3.00E-01	1.01E+00	0.00E+00	1.50E+00	3.94E-01	8.06E-01	7.90E-01	1.93E+00	1.51E+00	1.30E+00	3.27E-01
STAD_TCGA-CG-4304	1.26E+00	2.98E-01	1.16E+00	6.16E-01	1.61E+00	4.01E-01	1.44E+00	1.08E+00	1.04E+00	6.15E-01	1.61E+00	1.98E+00	1.53E+00	1.17E+00
STAD_TCGA-CG-4305	2.89E+01	1.90E+00	1.27E+01	4.85E+00	1.13E+01	1.19E+01	2.52E+00	7.80E+00	1.45E+01	1.19E+01	6.17E+00	1.89E+00	1.76E+00	3.13E+00
STAD_TCGA-CG-4306	2.58E+01	1.93E+00	2.01E+01	7.71E+00	1.07E+01	1.35E+01	2.70E+00	2.99E+00	1.69E+01	9.45E+00	6.25E+00	2.49E+00	1.21E+00	9.98E-01
STAD_TCGA-CG-4436	3.28E+00	0.00E+00	2.49E+00	1.58E+00	9.98E-01	1.38E+00	1.66E+00	1.36E+00	1.99E+00	7.02E-01	1.79E+00	2.21E+00	1.45E+00	2.75E+00
STAD_TCGA-CG-4437	3.36E+00	1.32E+00	4.37E+00	1.30E+00	3.28E+00	2.79E+00	2.85E+00	2.07E+00	4.11E+00	3.33E+00	5.82E+00	6.21E+00	3.82E+00	2.09E+00
STAD_TCGA-CG-4438	1.56E+00	6.53E-01	2.27E+00	1.11E+00	1.72E+00	8.92E-01	1.64E+00	1.59E+00	2.41E+00	1.46E+00	5.59E-01	3.36E+00	2.15E+00	9.29E-01
STAD_TCGA-CG-4440	1.29E+00	1.22E+00	1.52E+00	2.09E+00	1.29E+00	8.06E-01	1.52E+00	8.83E-01	1.86E+00	1.59E+00	2.06E+00	1.92E+00	1.95E+00	1.15E+00
STAD_TCGA-CG-4441	2.50E+00	6.96E-01	1.63E+00	1.77E+00	2.27E+00	1.67E+00	0.00E+00	4.22E-01	2.00E+00	1.33E+00	1.55E+00	1.04E+00	1.19E+00	1.90E+00
STAD_TCGA-CG-4442	2.86E+01	1.10E+00	1.99E+01	6.26E+00	2.13E+01	2.44E+01	2.17E+00	1.19E+01	2.31E+01	1.59E+01	3.41E+00	2.95E+00	9.32E-01	2.62E+00
STAD_TCGA-CG-4443	1.94E+00	4.27E-01	1.36E+00	0.00E+00	1.44E+00	7.52E-01	2.12E+00	1.57E+00	2.42E+00	8.97E-01	2.26E+00	2.72E+00	1.64E+00	3.06E-01
STAD_TCGA-CG-4444	1.98E+00	5.42E-01	1.72E+00	1.39E+00	1.42E+00	4.67E-01	3.41E+00	3.07E-01	2.26E+00	1.06E+00	3.86E+00	3.28E+00	1.77E+00	3.20E+00
STAD_TCGA-CG-4449	1.90E+00	7.46E-01	1.69E+00	1.21E+00	1.10E+00	4.07E-01	5.47E-01	1.15E+00	1.25E+00	1.39E+00	1.56E+00	1.27E+00	1.08E+00	9.71E-01
STAD_TCGA-CG-4455	1.04E+00	0.00E+00	0.00E+00	5.73E-01	5.54E-01	0.00E+00	1.29E+00	5.93E-01	1.49E+00	9.60E-01	2.47E+00	1.48E+00	8.75E-01	6.67E-01
STAD_TCGA-CG-4460	6.45E+01	2.84E+00	4.24E+01	1.84E+01	1.74E+01	1.54E+01	2.58E+00	7.16E+00	3.43E+01	1.51E+01	4.68E+00	3.90E+00	1.51E+00	1.68E+00
STAD_TCGA-CG-4462	3.67E+00	9.07E-01	1.46E+00	1.48E+00	4.71E-01	0.00E+00	6.51E-01	9.21E-01	1.65E+00	1.23E+00	1.16E+00	2.18E+00	1.25E+00	7.00E-01
STAD_TCGA-CG-4465	9.40E+00	1.54E+00	6.72E+00	2.84E+00	9.27E+00	9.11E+00	1.75E+00	4.18E+00	8.09E+00	1.03E+01	2.92E+00	2.99E+00	3.42E-01	2.49E+00
STAD_TCGA-CG-4466	3.40E+00	9.00E-01	1.96E+00	1.04E+00	1.26E+00	1.63E+00	1.87E+00	1.98E+00	2.20E+00	7.02E-01	3.66E+00	3.23E+00	1.44E+00	3.27E+00
STAD_TCGA-CG-4469	4.74E+00	7.52E-01	3.43E+00	1.66E+00	2.05E+00	1.31E+00	1.67E+00	2.79E+00	1.76E+00	2.14E+00	2.84E+00	4.39E+00	1.49E+00	2.95E+00
STAD_TCGA-CG-4474	2.72E+00	3.79E-01	1.31E+00	2.08E+00	1.10E+00	7.19E-01	7.06E-01	5.33E-01	1.81E+00	9.64E-01	1.10E+00	1.16E+00	8.97E-01	4.33E-01
STAD_TCGA-CG-4475	1.30E+00	2.00E-01	5.47E-01	8.82E-01	1.17E+00	0.00E+00	1.08E+00	1.54E+00	1.11E+00	7.67E-01	1.50E+00	1.55E+00	7.63E-01	6.74E-01
STAD_TCGA-CG-4476	2.49E+00	8.17E-01	1.63E+00	4.47E-01	2.01E+00	1.45E+00	2.41E+00	1.73E+00	3.04E+00	6.86E-01	1.79E+00	3.57E+00	1.63E+00	7.12E-01
STAD_TCGA-CG-4477	1.76E+00	0.00E+00	5.58E-01	8.19E-01	8.83E-01	5.17E-01	1.46E+00	0.00E+00	1.30E+00	6.63E-01	2.48E+00	2.37E+00	1.00E+00	1.12E+00
STAD_TCGA-CG-5716	6.16E-01	2.91E-01	4.77E-01	5.62E-01	0.00E+00	0.00E+00	6.00E-01	6.70E-01	8.60E-01	1.00E-01	0.00E+00	1.06E+00	0.00E+00	5.00E-01
STAD_TCGA-CG-5717	1.26E+00	4.71E-01	1.08E+00	7.37E-01	1.43E+00	9.24E-01	2.35E+00	1.20E+00	2.60E+00	1.86E+00	2.03E+00	2.77E+00	2.11E+00	1.37E+00
STAD_TCGA-CG-5718	2.27E+00	6.71E-01	1.26E+00	1.16E+00	4.47E-01	0.00E+00	1.86E+00	1.02E+00	1.89E+00	1.15E+00	2.87E+00	3.01E+00	1.46E+00	4.28E-01
STAD_TCGA-CG-5719	1.81E+00	4.00E-01	1.39E+00	6.54E-01	1.49E+00	0.00E+00	1.73E+00	1.03E+00	1.55E+00	4.58E-01	2.11E+00	1.43E+00	2.10E+00	0.00E+00
STAD_TCGA-CG-5720	1.69E+00	4.16E-01	7.06E-01	5.97E-01	6.74E-01	1.00E-01	1.67E+00	7.33E-01	2.78E+00	1.03E+00	1.88E+00	2.86E+00	7.12E-01	1.17E+00
STAD_TCGA-CG-5721	5.88E+01	2.04E+00	4.79E+01	1.26E+01	1.91E+01	2.35E+01	2.10E+00	7.73E+01	1.11E+02	5.29E+01	1.19E+01	6.39E+00	1.67E+00	4.27E+00
STAD_TCGA-CG-5722	2.43E+00	3.06E-01	1.32E+00	1.50E+00	5.26E-01	1.18E+00	1.41E+00	6.67E-01	1.69E+00	1.11E+00	2.40E+00	2.44E+00	1.08E+00	0.00E+00
STAD_TCGA-CG-5723	2.97E+01	1.82E+00	1.44E+01	6.89E+00	9.09E+00	9.29E+00	2.01E+00	2.25E+01	4.80E+01	9.68E+00	7.69E+00	3.34E+00	1.29E+00	3.37E+00
STAD_TCGA-CG-5724	2.48E+00	6.57E-01	2.39E+00	1.29E+00	2.25E+00	1.35E+00	7.03E-01	1.15E+00	1.28E+00	1.27E+00	3.19E+00	1.40E+00	8.70E-01	1.90E+00
STAD_TCGA-CG-5725	9.80E-01	1.33E-01	7.61E-01	4.76E-01	0.00E+00	7.86E-01	1.88E+00	0.00E+00	1.72E+00	0.00E+00	1.11E+00	1.57E+00	3.00E-01	5.21E-01
